,brand,category,stars,num_of_reviews,disc_price,act_price
376,Sparx,Mens Sm-796 Running  ,3.6,18,2232.0,2349.0
377,ANDUNE,Men's Barefoot & Minimalist Cross Training Shoes – All Terrain Blue Dash | Wide Toe Box | Zero Drop Sole |  ,3.4,6,3299.0,3799.0
378,Adidas,Mens Runmagica M Running Shoes  ,3.9,846,2364.0,4299.0
379,Sparx,Mens Sm-724 Sneaker  ,Only 1 left in stock.,0,1329.0,1399.0
380,ASIAN,Shoes For Men I Boys With  ,3.7,249,1099.0,1999.0
381,Campus,Men's Divine BLK/LMN.GRN Running Shoes  ,4.1,73,727.0,1299.0
382,Sparx,Men's Sports Shoe  ,3.9,62,1039.0,1249.0
383,Campus,Men's Meteor Running Shoes  ,3.9,387,55308.0,1299.0
384,Bourge,Mens Moda-z2 Running Shoes  ,3.9,1296,339.0,1699.0
385,Red Tape,Bond Street by Redtape Men's Slip-On Shoes  ,2.4,163,615.0,4099.0
386,Puma,Unisex-Adult Cave Walking Shoe  ,3.6,37,1594.0,3999.0
387,Amazon Brand - Symbol,Mens Pag 379 G Uniform Dress Shoe  ,0.0,0,599.0,1999.0
388,Puma,Mens Pacer Fire Sneaker  ,3.9,1049,2160.0,4499.0
389,BLACKTOWN,Men's Running Shoe  ,3.6,817,424.0,1299.0
390,URJO,Mens Men_Bravo Running Shoes  ,4.0,441,749.0,1699.0
391,Puma,Mens Joy Run Running Shoe  ,4.4,5,2450.0,4299.0
392,Campus,Men's Boomer (N) M.BLU/Gry Walking Shoes 10-UK/India  ,3.9,7,895.0,1119.0
393,Campus,Men's Allen Casual Shoes  ,4.0,169,974.0,1499.0
394,Klepe,Men's St-m-2062 Running Shoe  ,3.5,37,649.0,2999.0
395,Columbus,Deckard(_Black-Sports Shoes Men  ,4.5,14,1055.0,1199.0
396,BRUTON,Shoes for Trendy Shoes | Casual Shoes | Sports Shoes | Running Shoes | Exclusive Shoes for Men  ,3.0,135,359.0,1299.0
397,ASIAN,Men's Running Shoes  ,3.8,6449,524.0,649.0
398,Sparx,Mens Sx0708g Running Shoe  ,4.2,17,1147.0,1349.0
399,Adidas,Mens Klench M Running Shoes  ,3.7,210,3179.0,5299.0
400,Fusefit,Men Sapphire Running Shoes  ,3.9,427,849.0,1799.0
401,Trendmode,"Trendmdoe Men's Running Shoes, Sports,Walking,Gym,Training Sneaker Lace-Up Shoes for Boys (TMD-SHOE1)  ",0.0,0,399.0,699.0
402,ANDUNE,Men's Barefoot & Minimalist Cross Training Shoes - Grey Bolts | Wide Toe Box | Zero Drop Sole |  ,4.0,98,2499.0,2799.0
403,ANDUNE,Men's Barefoot & Minimalist Shoes - Black Blaze | Wide Toe Box | Zero Drop Sole  ,3.6,78,2499.0,2799.0
404,Sparx,Men's Running Shoes  ,4.0,7105,1274.0,1499.0
405,ASIAN,Running Shoes Gym For Men  ,3.9,15113,524.0,699.0
